R&D_Spend,Administration,Marketing_Spend,Profit,Total_Spend,ROI,State_California,State_Florida,State_New York,R&D_Spend_scaled,Administration_scaled,Marketing_Spend_scaled,Total_Spend_scaled,ROI_scaled,R&D_Marketing_Spend,R&D_Marketing_Spend_scaled
84834,122985.7671,232466.4738,121505.8533,440286.2409,0.275970135,TRUE,FALSE,FALSE,0.069959864,0.001466524,0.070588682,0.067335925,-0.061717286,317300.4738,0.070756799
70098,120809.4875,204033.3216,108917.0157,394940.8091,0.275780606,FALSE,FALSE,TRUE,-0.246403833,-0.170603386,-0.239641466,-0.245933414,-0.068317615,274131.3216,-0.243226436
140809,131252.4101,340470.3892,169324.8128,612531.7993,0.276434322,TRUE,FALSE,FALSE,1.27167389,0.655077633,1.249004299,1.257295971,-0.045551992,481279.3892,1.263428595
131560,129886.4757,322624.4184,161423.4719,584070.8941,0.276376504,FALSE,TRUE,FALSE,1.073109298,0.547078546,1.054289407,1.060673542,-0.047565503,454184.4184,1.066358091
143330,131624.7229,345334.6656,171478.4813,620289.3885,0.276449161,FALSE,FALSE,TRUE,1.325796642,0.684514949,1.302077739,1.310889348,-0.045035218,488664.6656,1.317144104
103756,125780.2543,268976.5245,137670.7546,498512.7788,0.27616294,FALSE,TRUE,FALSE,0.476191803,0.22241569,0.468944739,0.469594505,-0.055002863,372732.5245,0.473932068
66195,120233.0747,196502.4724,105582.7164,382930.5471,0.275722888,FALSE,FALSE,TRUE,-0.330196416,-0.21617809,-0.321809509,-0.328906421,-0.070327639,262697.4724,-0.326388527
108206,126437.4506,277562.8117,141472.3512,512206.2623,0.276201916,TRUE,FALSE,FALSE,0.5717278,0.27437763,0.562628518,0.564196063,-0.053645513,385768.8117,0.56874921
141099,131295.2386,341029.945,169572.5573,613424.1836,0.276436048,FALSE,TRUE,FALSE,1.277899831,0.658463914,1.255109534,1.263461016,-0.045491879,482128.945,1.269607689
91258,123934.4927,244861.5994,126993.8211,460054.0921,0.276041064,FALSE,FALSE,TRUE,0.207875199,0.076478545,0.205830164,0.203902309,-0.059247183,336119.5994,0.207634398
82771,122681.0939,228485.9097,119743.4502,433938.0036,0.275945986,TRUE,FALSE,FALSE,0.025669805,-0.022622793,0.027157303,0.023479068,-0.062558275,311256.9097,0.026799998
63354,119813.5029,191020.7552,103155.6747,374188.2581,0.275678545,FALSE,TRUE,FALSE,-0.391189172,-0.24935199,-0.381619758,-0.389302606,-0.071871871,254374.7552,-0.386922347
43639,116901.9019,152980.6088,86313.32028,313521.5107,0.275302706,TRUE,FALSE,FALSE,-0.814445841,-0.479560886,-0.796670476,-0.808419396,-0.084960454,196619.6088,-0.806994244
66303,120249.0247,196710.8587,105674.9799,383262.8834,0.275724534,FALSE,TRUE,FALSE,-0.327877789,-0.214916986,-0.319535835,-0.326610472,-0.070270323,263013.8587,-0.324087347
120844,128303.888,301947.8672,152268.8856,551095.7552,0.276302048,TRUE,FALSE,FALSE,0.84305003,0.42194953,0.828690449,0.832864487,-0.050158447,422791.8672,0.838029892
61968,119608.8121,188346.4644,101971.6268,369923.2765,0.275656152,FALSE,TRUE,FALSE,-0.420944878,-0.265536091,-0.410798571,-0.418767271,-0.072651733,250314.4644,-0.416454158
137388,130747.1813,333869.5604,166402.282,602004.7417,0.276413574,FALSE,FALSE,TRUE,1.198229251,0.615131169,1.176983579,1.184569695,-0.046274561,471257.5604,1.190536586
41818,116632.9683,149466.9844,84757.65569,307917.9527,0.27526052,TRUE,FALSE,FALSE,-0.853540459,-0.500824413,-0.835007141,-0.847131628,-0.086429588,191284.9844,-0.845794697
109162,126578.637,279407.4163,142289.0538,515148.0533,0.276210019,FALSE,FALSE,TRUE,0.592251937,0.285540686,0.582754741,0.584519454,-0.053363324,388569.4163,0.589118915
124648,128865.68,309287.6956,155518.6099,562801.3756,0.276329477,FALSE,TRUE,FALSE,0.924717206,0.466368225,0.90877429,0.913732875,-0.049203213,433935.6956,0.919082567
150584,132696.0267,359331.2784,177675.5109,642611.3051,0.276489862,FALSE,FALSE,TRUE,1.481531051,0.769218747,1.454792824,1.465100517,-0.043617833,509915.2784,1.471706698
72698,121193.4674,209050.0287,111138.1732,402941.4961,0.275817145,TRUE,FALSE,FALSE,-0.190585048,-0.140243598,-0.184904876,-0.190660593,-0.067045137,281748.0287,-0.187827657
109398,126613.4906,279862.7789,142490.6665,515874.2695,0.276212005,FALSE,FALSE,TRUE,0.597318566,0.288296423,0.587723139,0.589536525,-0.053294163,389260.7789,0.594147419
19644,113358.211,106682.1908,65814.59883,239684.4018,0.274588577,FALSE,TRUE,FALSE,-1.329588817,-0.759746656,-1.301826041,-1.318523751,-0.109829948,126326.1908,-1.318261055
46632,117343.9218,158755.6105,88870.21435,322731.5323,0.275368861,FALSE,TRUE,FALSE,-0.750189833,-0.444612102,-0.73366024,-0.744791875,-0.082656622,205387.6105,-0.743221726
89242,123636.7607,240971.7219,125271.5697,453850.4826,0.27601947,FALSE,FALSE,TRUE,0.164594172,0.052938041,0.163388254,0.161044615,-0.059999192,330213.7219,0.164679037
133947,130238.9987,327230.1415,163462.6654,591416.1402,0.276391959,TRUE,FALSE,FALSE,1.124355236,0.574951159,1.104541808,1.111418243,-0.0470273,461177.1415,1.117218432
123502,128696.4335,307076.4854,154539.592,559274.9189,0.276321335,FALSE,TRUE,FALSE,0.900114003,0.452986566,0.884648085,0.889370316,-0.049486779,430578.4854,0.89466449
119535,128110.5689,299422.1481,151150.6182,547067.717,0.276292337,FALSE,FALSE,TRUE,0.814947419,0.406664545,0.801132681,0.805036748,-0.050496608,418957.1481,0.810138737
151311,132803.3933,360734.0269,178296.5808,644848.4202,0.276493786,FALSE,TRUE,FALSE,1.497138842,0.777707804,1.470098017,1.480555647,-0.043481187,512045.0269,1.487197049
67153,120374.5565,198350.9361,106401.1276,385878.4926,0.275737388,FALSE,FALSE,TRUE,-0.309629341,-0.204991678,-0.30164118,-0.308540512,-0.069822685,265503.9361,-0.305976207
32321,115230.4081,131142.4969,76644.45054,278693.905,0.275013013,FALSE,TRUE,FALSE,-1.057429304,-0.611719359,-1.034943061,-1.049026234,-0.095048991,163463.4969,-1.048149392
71633,121036.1833,206995.1083,110228.3529,399664.2916,0.275802355,FALSE,FALSE,TRUE,-0.213449281,-0.152679436,-0.207325826,-0.213301191,-0.067560204,278628.1083,-0.210519849
86080,123169.7821,234870.6342,122570.3004,444120.4163,0.275984386,TRUE,FALSE,FALSE,0.096709943,0.01601587,0.096820139,0.093824361,-0.061220993,320950.6342,0.097305598
6055,111351.3256,80462.17821,54205.63339,197868.5038,0.27394776,FALSE,TRUE,FALSE,-1.621327842,-0.91842323,-1.587908931,-1.607409272,-0.13214636,86517.17821,-1.607804906
29050,114747.3319,124831.0935,73850.06347,268628.4254,0.274915297,TRUE,FALSE,FALSE,-1.127653629,-0.649914303,-1.103805901,-1.118563694,-0.098451931,153881.0935,-1.117845318
79974,122268.0202,223089.0906,117353.9972,425331.1108,0.275912093,FALSE,FALSE,TRUE,-0.034378326,-0.055282914,-0.031726635,-0.035981731,-0.063738575,303063.0906,-0.032796304
17303,113012.4814,102165.2249,63814.70273,232480.7063,0.274494618,FALSE,TRUE,FALSE,-1.379847192,-0.787082142,-1.351110024,-1.368290548,-0.113102056,119468.2249,-1.368141264
21265,113597.6077,109809.9147,67199.40514,244672.5224,0.274650396,TRUE,FALSE,FALSE,-1.294787952,-0.740818496,-1.267699883,-1.284063273,-0.10767711,131074.9147,-1.283722047
154934,133338.4545,367724.6153,181391.6784,655997.0698,0.27651294,FALSE,FALSE,TRUE,1.574920172,0.820012999,1.546371349,1.557576197,-0.042814134,522658.6153,1.564393117
155120,133365.9238,368083.5028,181550.5766,656569.4266,0.276513906,TRUE,FALSE,FALSE,1.578913362,0.822184889,1.55028712,1.561530329,-0.042780499,523203.5028,1.56835626
126307,129110.6887,312488.7406,156935.8793,567906.4293,0.276341086,TRUE,FALSE,FALSE,0.960333884,0.485740104,0.943700444,0.949001186,-0.048798946,438795.7406,0.95443125
155154,133370.9451,368149.1059,181579.6225,656674.051,0.276514082,FALSE,TRUE,FALSE,1.5796433,0.822581904,1.551002907,1.562253128,-0.042774358,523303.1059,1.569080706
53078,118295.8964,171193.1851,94376.97653,342567.0815,0.275499257,TRUE,FALSE,FALSE,-0.611802184,-0.369343197,-0.597955603,-0.607757799,-0.078115567,224271.1851,-0.605875368
31835,115158.6334,130204.7586,76229.26494,277198.392,0.274998944,FALSE,FALSE,TRUE,-1.067863123,-0.617394303,-1.045174593,-1.059358,-0.095538963,162039.7586,-1.058504702
47467,117467.2384,160366.7453,89583.54765,325300.9837,0.275386648,TRUE,FALSE,FALSE,-0.732263415,-0.434861941,-0.716081374,-0.727040797,-0.082037162,207833.7453,-0.725430195
149605,132551.4435,357442.2952,176839.1597,639598.7387,0.276484535,FALSE,FALSE,TRUE,1.460513132,0.757787119,1.434182392,1.444288174,-0.043803345,507047.2952,1.450846926
75555,121615.4022,214562.618,113578.8837,411733.0202,0.275855659,FALSE,TRUE,FALSE,-0.129248791,-0.106882865,-0.124757785,-0.129924267,-0.065703895,290117.618,-0.126952921
29784,114855.7324,126247.3485,74477.11333,270887.0809,0.274937856,TRUE,FALSE,FALSE,-1.111895557,-0.6413435,-1.088353341,-1.102959751,-0.097666319,156031.3485,-1.102205816
46373,117305.6715,158255.8693,88648.95289,321934.5408,0.275363286,FALSE,FALSE,TRUE,-0.755750242,-0.447636404,-0.739112847,-0.750297899,-0.082850774,204628.8693,-0.748740297
52714,118242.1392,170490.8461,94066.01447,341446.9853,0.275492298,TRUE,FALSE,FALSE,-0.619616814,-0.373593568,-0.605618726,-0.615495994,-0.078357941,223204.8461,-0.613631197
114529,127371.26,289763.0574,146874.0356,531663.3174,0.276253845,TRUE,FALSE,FALSE,0.70747479,0.348210284,0.695743693,0.698615309,-0.051837106,404292.0574,0.70347478
134049,130254.0625,327426.9507,163549.8031,591730.0132,0.276392611,FALSE,TRUE,FALSE,1.12654505,0.576142195,1.106689166,1.113586637,-0.047004599,461475.9507,1.119391768
105163,125988.0465,271691.3349,138872.7426,502842.3814,0.276175493,FALSE,FALSE,TRUE,0.506398353,0.238845006,0.498565656,0.499505604,-0.054565703,376854.3349,0.503911331
84807,122981.7797,232414.3773,121482.7874,440203.157,0.275969823,FALSE,TRUE,FALSE,0.069380207,0.001151256,0.070020264,0.066761939,-0.061728142,317221.3773,0.070181504
47480,117469.1583,160391.8288,89594.65343,325340.9871,0.275386923,FALSE,FALSE,TRUE,-0.731984321,-0.434710142,-0.715807691,-0.726764433,-0.082027595,207871.8288,-0.725153202
52985,118282.1617,171013.7414,94297.52743,342280.9031,0.275497483,TRUE,FALSE,FALSE,-0.613798779,-0.370429146,-0.599913488,-0.609734865,-0.078177342,223998.7414,-0.60785694
129319,129555.5146,318300.4028,159509.0049,577174.9174,0.276361637,FALSE,TRUE,FALSE,1.0249978,0.520910747,1.007110678,1.013032622,-0.048083258,447619.4028,1.018608605
37618,116012.6932,141363.0729,81169.63193,294993.7661,0.275157109,FALSE,FALSE,TRUE,-0.943709265,-0.549867138,-0.923427786,-0.936418492,-0.09003085,178981.0729,-0.935285033
80380,122327.9801,223872.4687,117700.8395,426580.4488,0.275917098,TRUE,FALSE,FALSE,-0.025662008,-0.050542119,-0.023179306,-0.027350668,-0.063564292,304252.4687,-0.024145571
14469,112593.9434,96697.01419,61393.64099,223759.9576,0.274372777,FALSE,TRUE,FALSE,-1.440689667,-0.820174304,-1.410772906,-1.428537922,-0.117345163,111166.0142,-1.428525933
141203,131310.5978,341230.6133,169661.4036,613744.2111,0.276436666,TRUE,FALSE,FALSE,1.280132583,0.659678306,1.257298998,1.265671929,-0.045470365,482433.6133,1.271823641
143533,131654.7029,345726.3546,171651.9025,620914.0575,0.27645034,FALSE,TRUE,FALSE,1.330154801,0.68688535,1.306351403,1.315204879,-0.044994164,489259.3546,1.321469469
92746,124154.2473,247732.6995,128265.0066,464632.9468,0.276056632,TRUE,FALSE,FALSE,0.239820719,0.093853681,0.237156335,0.235535369,-0.058705016,340478.6995,0.239339546
30713,114992.9313,128039.8566,75270.75002,273745.7879,0.274965875,FALSE,TRUE,FALSE,-1.091951076,-0.63049572,-1.068795536,-1.083210347,-0.096690581,158752.8566,-1.082411406
70966,120937.6777,205708.13,109658.5406,397611.8077,0.275792968,FALSE,FALSE,TRUE,-0.227768946,-0.160467889,-0.221367866,-0.227480795,-0.067887108,276674.13,-0.224731767
113478,127216.0435,287735.1501,145976.1753,528429.1936,0.276245478,TRUE,FALSE,FALSE,0.68491112,0.335937923,0.67361748,0.676272335,-0.052128472,401213.1501,0.681080889
5107,111211.3206,78633.00963,53395.76517,194951.3302,0.273892797,FALSE,FALSE,TRUE,-1.641680229,-0.929492878,-1.607866734,-1.627562593,-0.134060432,83740.00963,-1.628004153
111210,126881.095,283359.0379,144038.6425,521450.1329,0.27622707,FALSE,TRUE,FALSE,0.636219965,0.309454856,0.625870332,0.628057429,-0.052769529,394569.0379,0.632756108
6166,111367.7186,80676.35302,54300.45973,198210.0716,0.27395409,FALSE,FALSE,TRUE,-1.618944809,-0.9171271,-1.5855721,-1.605049547,-0.131925929,86842.35302,-1.605439804
10758,112045.886,89536.62956,58223.36571,212340.5156,0.274198099,TRUE,FALSE,FALSE,-1.520360248,-0.863507058,-1.488898862,-1.507429244,-0.123428319,100294.6296,-1.507597037
19870,113391.5877,107118.2584,66007.66868,240379.8461,0.27459735,FALSE,FALSE,TRUE,-1.324736876,-0.757107691,-1.297068168,-1.313719267,-0.109524438,126988.2584,-1.313445623
84817,122983.2565,232433.6723,121491.3304,440233.9288,0.275969939,FALSE,TRUE,FALSE,0.069594895,0.001268021,0.070230789,0.066974526,-0.061724114,317250.6723,0.070394576
47856,117524.6877,161117.3219,89915.86699,326498.0096,0.27539484,FALSE,TRUE,FALSE,-0.723912066,-0.43031965,-0.707891937,-0.718771132,-0.081751906,208973.3219,-0.717141685
155761,133460.5896,369320.314,182098.1774,658541.9036,0.276517221,FALSE,FALSE,TRUE,1.592674839,0.829669743,1.563781794,1.575157205,-0.042665032,525081.314,1.58201419
22390,113763.7528,111980.6053,68160.48294,248134.3581,0.274691838,TRUE,FALSE,FALSE,-1.270635593,-0.727682053,-1.244015781,-1.260147149,-0.106233886,134370.6053,-1.259751421
102474,125590.9227,266502.902,136575.5531,494567.8247,0.276151311,FALSE,TRUE,FALSE,0.448668848,0.207445982,0.44195539,0.442340752,-0.055407845,368976.902,0.446616209
73031,121242.6463,209692.5531,111422.6523,403966.1994,0.275821721,FALSE,FALSE,TRUE,-0.18343595,-0.136355215,-0.177894383,-0.183581421,-0.066885794,282723.5531,-0.180732352
108606,126496.5244,278334.6128,141814.0678,513437.1372,0.276205318,FALSE,TRUE,FALSE,0.580315305,0.279048364,0.571049532,0.572699574,-0.053527047,386940.6128,0.577272099
43074,116818.4601,151890.4398,85830.64565,311782.8999,0.275289779,FALSE,FALSE,TRUE,-0.826575692,-0.486158302,-0.808565158,-0.820430604,-0.085410631,194964.4398,-0.819032825
85328,123058.7233,233419.6482,121927.8732,441806.3715,0.275975814,FALSE,TRUE,FALSE,0.080565433,0.007234886,0.080988634,0.077837761,-0.061519496,318747.6482,0.081282567
55700,118683.1253,176252.3413,96616.9285,350635.4666,0.275548077,FALSE,FALSE,TRUE,-0.555511087,-0.338726523,-0.542755857,-0.552017285,-0.07641543,231952.3413,-0.55000783
48759,117658.0468,162859.6628,90687.2921,329276.7096,0.275413625,TRUE,FALSE,FALSE,-0.704525773,-0.419775468,-0.6888815,-0.699574457,-0.081097719,211618.6628,-0.697901264
124538,128849.4347,309075.4503,155424.6379,562462.885,0.2763287,FALSE,TRUE,FALSE,0.922355642,0.465083772,0.906458511,0.911394409,-0.049230274,433613.4503,0.916738773
86530,123236.2402,235738.9105,122954.7315,445505.1507,0.275989472,TRUE,FALSE,FALSE,0.106370886,0.021270452,0.106293781,0.103390812,-0.061043858,322268.9105,0.106893849
75098,121547.9103,213680.8353,113188.4725,410326.7456,0.275849609,FALSE,FALSE,TRUE,-0.139060016,-0.112219185,-0.134378793,-0.139639528,-0.065914579,288778.8353,-0.136690322
134440,130311.8072,328181.3863,163883.8311,592933.1935,0.276395103,FALSE,TRUE,FALSE,1.134939336,0.580707843,1.114920707,1.12189882,-0.046917799,462621.3863,1.127722893
23354,113906.1207,113840.646,68984.01982,251100.7667,0.27472644,TRUE,FALSE,FALSE,-1.249939705,-0.71642558,-1.223721137,-1.239653687,-0.105028865,137194.646,-1.239211258
58848,119148.0363,182326.4159,99306.23774,360322.4522,0.275603802,FALSE,FALSE,TRUE,-0.48792742,-0.30196783,-0.476482479,-0.485094655,-0.074474808,241174.4159,-0.482932693
3854,111026.2719,76215.3427,52325.33808,191095.6146,0.273817577,TRUE,FALSE,FALSE,-1.66858059,-0.944123954,-1.63424556,-1.65419984,-0.136679989,80069.3427,-1.654702103
11310,112127.4079,90601.71506,58694.93455,214039.123,0.274225262,TRUE,FALSE,FALSE,-1.50850949,-0.85706144,-1.477277863,-1.495694399,-0.122482374,101911.7151,-1.49583545
36517,115850.0925,139238.6904,80229.05713,291605.7829,0.275128485,FALSE,TRUE,FALSE,-0.967346374,-0.562723339,-0.946606626,-0.959824405,-0.091027705,175755.6904,-0.958744285
65189,120084.5041,194561.3927,104723.2993,379834.8968,0.27570742,TRUE,FALSE,FALSE,-0.351793992,-0.227924986,-0.342988358,-0.35029275,-0.070866326,259750.3927,-0.347823593
2603,110841.5185,73801.53479,51256.61958,187246.0533,0.273739386,FALSE,FALSE,TRUE,-1.695438013,-0.958731682,-1.66058228,-1.68079457,-0.139402984,76404.53479,-1.681357439
2696,110855.2532,73980.97854,51336.06868,187532.2317,0.273745309,TRUE,FALSE,FALSE,-1.693441418,-0.957645733,-1.658624395,-1.678817504,-0.13919671,76676.97854,-1.679375867
4908,111181.9314,78249.03858,53225.76119,194338.97,0.27388105,FALSE,FALSE,TRUE,-1.645952513,-0.931816567,-1.612056188,-1.631793089,-0.134469524,83157.03858,-1.63224429
18307,113160.7567,104102.4457,64672.41127,235570.2024,0.274535619,FALSE,TRUE,FALSE,-1.358292553,-0.775358595,-1.329973279,-1.346946736,-0.111674217,122409.4457,-1.346748812
145420,131933.3836,349367.3263,173263.9503,626720.7099,0.276461185,TRUE,FALSE,FALSE,1.370666358,0.708919542,1.346077536,1.355320192,-0.044616489,494787.3263,1.361676199
124967,128912.7914,309903.2069,155791.1289,563782.9983,0.276331726,FALSE,FALSE,TRUE,0.931565742,0.470093139,0.915490048,0.920514424,-0.049124907,434870.2069,0.925879571
81122,122437.5621,225304.1597,118334.7237,428863.7218,0.275926169,TRUE,FALSE,FALSE,-0.009732186,-0.041877899,-0.007558326,-0.011576655,-0.063248402,306426.1597,-0.008335612
48147,117567.6639,161678.8072,90164.46578,327393.4711,0.275400928,FALSE,FALSE,TRUE,-0.717664656,-0.42692169,-0.70176565,-0.712584828,-0.081539877,209825.8072,-0.710941283
107504,126333.776,276208.3008,140872.6387,510046.0768,0.276195907,TRUE,FALSE,FALSE,0.556656728,0.266180485,0.547849639,0.549272401,-0.053854794,383712.3008,0.55379154
78966,122119.1542,221144.1518,116492.8715,422229.306,0.27589954,FALSE,TRUE,FALSE,-0.05601884,-0.067053166,-0.05294759,-0.057410578,-0.064175732,300110.1518,-0.054273985
11572,112166.1013,91107.24478,58918.75889,214845.3461,0.274238004,FALSE,FALSE,TRUE,-1.502884674,-0.854002104,-1.471762099,-1.490124599,-0.122038629,102679.2448,-1.490252957
17929,113104.932,103373.0936,64349.48913,234407.0256,0.274520309,FALSE,TRUE,FALSE,-1.366407746,-0.779772435,-1.337931137,-1.354982553,-0.112207373,121302.0936,-1.354802942
135016,130396.8735,329292.7799,164375.9029,594705.6534,0.276398756,FALSE,FALSE,TRUE,1.147305344,0.587433702,1.127046967,1.134143875,-0.046790578,464308.7799,1.139995853
140499,131206.6279,339872.2434,169059.9825,611577.8713,0.276432472,TRUE,FALSE,FALSE,1.265018573,0.651457813,1.242478014,1.25070575,-0.045616443,480371.2434,1.256823356
70972,120938.5638,205719.707,109663.6663,397630.2708,0.275793053,FALSE,TRUE,FALSE,-0.227640134,-0.160397828,-0.221241551,-0.227353242,-0.067884156,276691.707,-0.224603923
23044,113860.3385,113242.5001,68719.18949,250146.8386,0.274715403,FALSE,FALSE,TRUE,-1.256595022,-0.7200454,-1.230247423,-1.246243909,-0.105413254,136286.5001,-1.245816498
62977,119757.8258,190293.3327,102833.6068,373028.1585,0.275672505,TRUE,FALSE,FALSE,-0.399282896,-0.253754161,-0.389556564,-0.397317165,-0.072082236,253270.3327,-0.394955169
127949,129353.1867,315656.9841,158338.6258,572959.1708,0.276352372,FALSE,TRUE,FALSE,0.995585594,0.504913471,0.978268706,0.983908098,-0.048405911,443605.9841,0.98941771
140062,131142.0898,339029.0507,168686.6571,610233.1405,0.276429853,TRUE,FALSE,FALSE,1.255636724,0.646355038,1.233278056,1.241415665,-0.045707646,479091.0507,1.2475121
142634,131521.9344,343991.7317,170883.8945,618147.6661,0.276445102,FALSE,TRUE,FALSE,1.310854383,0.676387864,1.287425175,1.296093239,-0.045176594,486625.7317,1.302314277
51407,118049.1155,167968.9861,92949.45565,337425.1016,0.275466926,TRUE,FALSE,FALSE,-0.647676488,-0.388855196,-0.633134387,-0.643281215,-0.079241487,219375.9861,-0.641479737
71393,121000.739,206532.0276,110023.323,398925.7666,0.275798989,FALSE,TRUE,FALSE,-0.218601784,-0.155481878,-0.212378434,-0.218403298,-0.067677441,277925.0276,-0.215633583
90687,123850.1648,243759.8533,126506.0207,458297.0181,0.276035007,FALSE,FALSE,TRUE,0.195616535,0.069811068,0.193809166,0.191763547,-0.059458112,334446.8533,0.195467974
95482,124558.3123,253011.8189,130602.3478,473052.1312,0.276084472,TRUE,FALSE,FALSE,0.298559255,0.125801519,0.294756069,0.293699383,-0.057735509,348493.8189,0.297636107
79898,122256.7962,222942.4484,117289.0711,425097.2446,0.275911153,FALSE,FALSE,TRUE,-0.036009952,-0.056170352,-0.033326628,-0.037597398,-0.06377131,302840.4484,-0.034415653
80315,122318.3806,223747.051,117645.3106,426380.4316,0.275916299,FALSE,TRUE,FALSE,-0.027057478,-0.051301114,-0.024547721,-0.028732488,-0.063592122,304062.051,-0.025530541
116953,127729.2474,294440.1721,148944.8378,539122.4195,0.276272758,FALSE,FALSE,TRUE,0.759515072,0.376514947,0.746775037,0.750146586,-0.051178452,411393.1721,0.755123488
77184,121855.9803,217705.778,114970.5243,416745.7583,0.275876891,TRUE,FALSE,FALSE,-0.094276176,-0.087861296,-0.090463206,-0.095293719,-0.064964485,294889.778,-0.092243455
141804,131399.3563,342390.2444,170174.8327,615593.6007,0.276440224,FALSE,FALSE,TRUE,1.29303531,0.666696093,1.269951571,1.278448454,-0.045346474,484194.2444,1.284629281
51183,118016.0342,167536.7775,92758.09438,336735.8117,0.275462517,FALSE,TRUE,FALSE,-0.652485491,-0.391470805,-0.637850155,-0.648043181,-0.079395033,218719.7775,-0.646252555
109716,126660.4543,280476.3608,142762.3312,516852.8151,0.276214673,FALSE,TRUE,FALSE,0.604145632,0.292009659,0.594417845,0.596296816,-0.05320127,390192.3608,0.600923117
140198,131162.1749,339291.463,168802.8408,610651.6379,0.276430669,FALSE,FALSE,TRUE,1.258556476,0.647943088,1.2361412,1.244306858,-0.045679216,479489.463,1.250409881
8318,111685.5357,84828.64289,56138.89476,204832.1786,0.274072634,TRUE,FALSE,FALSE,-1.57274403,-0.891998546,-1.540267046,-1.55930066,-0.127797622,93146.64289,-1.55958666
130650,129752.0827,320868.571,160646.0668,581270.6537,0.27637051,FALSE,TRUE,FALSE,1.053572724,0.536452617,1.035131602,1.041328055,-0.047774262,451518.571,1.046968519
132796,130069.0138,325009.2838,162479.376,587874.2976,0.276384555,FALSE,FALSE,TRUE,1.09964469,0.561511119,1.08031034,1.08694939,-0.047285141,457805.2838,1.092693818
114589,127380.1211,289878.8276,146925.293,531847.9487,0.276254319,FALSE,TRUE,FALSE,0.708762916,0.348910897,0.697006845,0.699890837,-0.051820586,404467.8276,0.704753213
14349,112576.2213,96465.47386,61291.12602,223390.6952,0.274367408,FALSE,FALSE,TRUE,-1.443265919,-0.821575521,-1.41329921,-1.431088975,-0.117532142,110814.4739,-1.4310828
74459,121453.5399,212447.883,112642.5803,408360.4229,0.275841081,FALSE,TRUE,FALSE,-0.152778556,-0.119680683,-0.147831363,-0.153223887,-0.066211596,286906.883,-0.150305638
78709,122081.1992,220648.2696,116273.3187,421438.4688,0.275896311,FALSE,FALSE,TRUE,-0.061536312,-0.070054119,-0.058358092,-0.062874085,-0.064288211,299357.2696,-0.059749941
70529,120873.1396,204864.9373,109285.2152,396267.0769,0.275786765,TRUE,FALSE,FALSE,-0.237150796,-0.165570664,-0.230567823,-0.23677088,-0.068103132,275393.9373,-0.234043023
63481,119832.2588,191265.802,103264.1697,374579.0608,0.275680572,FALSE,TRUE,FALSE,-0.38846264,-0.247869035,-0.378946087,-0.386602742,-0.071801299,254746.802,-0.38421633
12968,112372.2689,93800.83059,60111.34964,219141.0995,0.274304317,TRUE,FALSE,FALSE,-1.472914281,-0.837701239,-1.442372761,-1.460447346,-0.119729282,106768.8306,-1.460508074
7251,111527.9563,82769.86348,55227.36587,201548.8198,0.274014831,FALSE,FALSE,TRUE,-1.595651201,-0.904457732,-1.5627301,-1.581983775,-0.129810602,90020.86348,-1.582321467
28913,114727.0991,124566.7516,73733.02555,268206.8507,0.274911045,FALSE,TRUE,FALSE,-1.13059485,-0.651514032,-1.106690099,-1.121476147,-0.098600029,153479.7516,-1.120764407
57470,118944.527,179667.5611,98129.02423,356082.0881,0.275579782,TRUE,FALSE,FALSE,-0.517511376,-0.318058514,-0.505492872,-0.51438925,-0.075311298,237137.5611,-0.512294046
39280,116258.1449,144569.9064,82589.46419,300108.0513,0.275199095,FALSE,FALSE,TRUE,-0.90802818,-0.530460232,-0.888438474,-0.901086405,-0.088568692,183849.9064,-0.899872429
140284,131174.8757,339457.4003,168876.3098,610916.276,0.276431184,TRUE,FALSE,FALSE,1.260402789,0.648947291,1.237951719,1.246135113,-0.045661264,479741.4003,1.252242303
65509,120131.7631,195178.8336,104996.6726,380819.5967,0.275712368,TRUE,FALSE,FALSE,-0.344923988,-0.224188402,-0.336251546,-0.343489941,-0.070694018,260687.8336,-0.341005281
115538,127520.2737,291709.9257,147736.0156,534768.1994,0.276261782,FALSE,TRUE,FALSE,0.729136772,0.359992214,0.716985701,0.720065416,-0.051560703,407247.9257,0.724973768
155075,133359.278,367996.6752,181512.1335,656430.9532,0.276513672,TRUE,FALSE,FALSE,1.577947267,0.821659432,1.549339757,1.560573684,-0.042788631,523071.6752,1.567397435
54112,118448.6022,173188.2909,95260.31381,345748.8931,0.275518782,FALSE,FALSE,TRUE,-0.589603483,-0.357269347,-0.576187283,-0.585776224,-0.077435631,227300.2909,-0.5838437
50269,117881.0505,165773.212,91977.27207,333923.2625,0.275444338,TRUE,FALSE,FALSE,-0.67210794,-0.402143438,-0.657092172,-0.667473703,-0.080028119,216042.212,-0.665727357
90441,123813.8344,243285.1957,126295.865,457540.0301,0.276032383,FALSE,FALSE,TRUE,0.190335219,0.066938565,0.188630243,0.186533888,-0.059549487,333726.1957,0.190226397
146667,132117.5463,351773.4162,174329.2516,630557.9625,0.276468242,FALSE,TRUE,FALSE,1.397437906,0.723480566,1.372330046,1.381829887,-0.044370726,498440.4162,1.388246306
81041,122425.5996,225147.87,118265.5261,428614.4696,0.275925183,TRUE,FALSE,FALSE,-0.011471156,-0.042823727,-0.009263581,-0.013298616,-0.063282722,306188.87,-0.010061497
